ID,Device ID,Vehicle Type,Trip Duration,Trip Distance,Start Time,End Time,Modified Date,Month,Hour,Day of Week,Council District (Start),Council District (End),Year,Census Tract Start,Census Tract End
6865731e-5e4b-4819-9435-4e62e09a652d,08c8c852-257c-49ad-a14f-727bfc79626d,,,,,,12/13/2018 03:36:12 PM,,,,0,0,,,
7f1f8346-a38d-4597-af7e-8edf6e873eec,283a3e47-5c76-4157-872e-03944c66d457,bicycle,1603,0,12/08/2018 03:45:00 PM,12/08/2018 04:15:00 PM,04/17/2019 02:23:20 AM,12,15,6,9,9,2018,,
08dc0d9c-735e-4006-b9af-60011509e469,255716b5-4a9f-4efc-9967-7a65b3521bac,bicycle,11491603,1658,11/30/2018 11:00:00 AM,04/12/2019 12:00:00 PM,12/21/2018 12:41:42 AM,11,11,5,9,0,2018,,
82eb2c5c-52a4-450b-aafb-98f3979ae84d,9033be79-bbef-4336-bcc0-e41ea258b477,scooter,124,458,12/09/2018 12:30:00 AM,12/09/2018 12:45:00 AM,04/17/2019 02:15:22 AM,12,0,0,9,9,2018,,
d07a0d9c-a0b9-4b3f-a42d-5640b7a1c99a,c32681fb-2e35-4757-b95d-b402288b4290,scooter,124,0,03/29/2019 01:00:00 AM,03/29/2019 01:00:00 AM,04/17/2019 10:16:18 PM,3,1,5,,,2019,,
3c70a8dc-e3c3-4df3-b195-c96602a154a0,20db6bbc-0477-40cf-be2d-c38e78730297,bicycle,2,0,01/21/2019 04:15:00 PM,01/21/2019 04:15:00 PM,04/17/2019 06:23:21 AM,1,16,1,8,8,2019,,
e9f9c6cc-76ff-4c1e-8265-62fa948fd74a,63449001-efa4-4c68-b258-dbb0fb520b5a,scooter,100,0,02/03/2019 12:30:00 AM,02/03/2019 12:30:00 AM,04/17/2019 02:24:20 AM,2,0,0,9,9,2019,,
be76a5b5-cb41-47a7-8844-edca44953bfd,077f8123-793e-42b2-9216-63902d84b985,bicycle,1274,0,02/03/2019 12:00:00 AM,02/03/2019 12:30:00 AM,04/17/2019 02:46:54 AM,2,0,0,3,3,2019,,
e81c9754-bcf7-4acc-9124-f827fde994e4,8199de76-6e6f-448d-99b1-c970a6cba5d3,scooter,152,0,03/03/2019 12:45:00 AM,03/03/2019 01:00:00 AM,04/17/2019 02:22:26 AM,3,0,0,9,9,2019,,
849b1c7c-bbdc-4e2e-8720-432fc805154e,9c3bb657-a4af-47e4-a245-aab8b257bea9,scooter,2497,2333,03/21/2019 01:45:00 PM,03/21/2019 02:30:00 PM,04/17/2019 10:17:19 PM,3,13,4,,,2019,,
cc0d4f55-1ef4-47a5-8fb2-cb0c12c9f48c,ae802827-4744-429c-affe-49758da74c32,bicycle,59,0,03/10/2019 12:15:00 AM,03/10/2019 12:30:00 AM,04/17/2019 05:19:37 PM,3,0,0,3,3,2019,,
ae73f9be-e577-46f2-aac5-c4ed85b50d14,cabb0ebe-aa06-4817-9e6e-181cc888317b,scooter,73,0,03/17/2019 12:00:00 AM,03/17/2019 12:00:00 AM,04/17/2019 07:15:13 PM,3,0,0,,,2019,,
dc9a25db-05a2-4d6d-975e-2eb63b3c8fce,aa01d053-a252-46ae-9a4b-01b1fbc0381a,scooter,139,0,03/17/2019 06:15:00 PM,03/17/2019 06:15:00 PM,04/17/2019 03:18:33 PM,3,18,0,9,9,2019,,
7822db13-c42e-4a39-896b-52a697e4b404,612a2af3-4aeb-44d5-8168-cbf05276d482,scooter,19,0,03/24/2019 02:30:00 AM,03/24/2019 02:30:00 AM,04/17/2019 07:53:53 PM,3,2,0,,,2019,,
0aa232e3-c305-45d5-9855-a7dd356e3cd8,df0d2c21-3c84-484e-8b65-b475c808a0f7,scooter,164,0,03/31/2019 12:30:00 AM,03/31/2019 12:45:00 AM,04/17/2019 10:18:13 PM,3,0,0,,,2019,,
f569a710-b93d-4c05-940b-621cb030a5d7,3d456ac5-37a0-49fb-8cdb-1e926bbb88a3,scooter,411,2049,03/24/2019 12:15:00 AM,03/24/2019 12:30:00 AM,04/17/2019 10:16:47 PM,3,0,0,,,2019,,
ea21bb63-74b9-4583-9ad2-d3cd1c612a84,d5c523bc-4176-455b-9aef-ebf447ee859c,scooter,22,0,03/24/2019 12:00:00 AM,03/24/2019 12:00:00 AM,04/17/2019 07:15:52 PM,3,0,0,,,2019,,
8ac7d1be-553d-4750-bbc9-41340014dde4,75390540-16c2-4912-a3db-1934224c34d6,scooter,3276,4576,04/16/2019 05:30:00 PM,04/16/2019 06:30:00 PM,04/17/2019 07:57:30 PM,4,17,2,,,2019,,
81a828e0-7989-4a46-972e-6efddc0d937a,e657ee3c-4fdf-422e-b304-80e1311b6115,scooter,525,1189,04/16/2019 05:30:00 PM,04/16/2019 05:45:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,1,2019,,
5a1bf75b-824e-40ff-bb8b-1078075c3873,d23f85b2-1426-4207-b300-8b32afa511aa,scooter,458,811,04/16/2019 05:30:00 PM,04/16/2019 05:45:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
dc6c7f8c-4bee-45a4-b8d0-b1d7f592cdef,069189f8-03ee-4e9a-adf2-848b509a9ab6,scooter,246,705,04/16/2019 05:30:00 PM,04/16/2019 05:45:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
6f1ef297-6177-4ac4-8181-e96c9567c097,705d3a5a-1d57-4cdb-85d0-e48f07db042b,scooter,225,593,04/16/2019 05:30:00 PM,04/16/2019 05:45:00 PM,04/17/2019 06:30:18 AM,4,17,2,3,3,2019,,
b5d47b6a-e304-41fd-b817-4863cc380e75,09877e53-bb35-4e21-ba6b-3c695d8bbeb3,scooter,1032,1799,04/16/2019 05:45:00 PM,04/16/2019 06:00:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
4f9b6963-0fb0-4d98-9ad2-ae68f8de1bb5,5cb50e56-1cb0-43d1-ae2d-794f04a35eaa,scooter,1191,2534,04/16/2019 05:45:00 PM,04/16/2019 06:00:00 PM,04/17/2019 06:30:18 AM,4,17,2,3,3,2019,,
28e23fa8-cdf2-4637-845e-46441925efcf,9ca6b389-507b-4662-be51-103461430243,scooter,434,1288,04/16/2019 05:45:00 PM,04/16/2019 05:45:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
6656304d-7c9c-49bf-81f4-cf0e6cf6a5ca,acf8c81a-65da-4b53-b50d-f6db98b129ad,scooter,437,871,04/16/2019 05:45:00 PM,04/16/2019 06:00:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
5e8744ce-2da9-4d17-a023-6bae4d4390d7,8468afbd-1e1f-4ef8-81bf-e342e0d243a6,scooter,364,886,04/16/2019 05:45:00 PM,04/16/2019 06:00:00 PM,04/17/2019 06:30:18 AM,4,17,2,9,9,2019,,
10a6a5cc-6ed2-494d-b1c9-4595a396988d,aa506b2d-7311-47a5-9ee3-66b37a59cd17,scooter,370,866,04/16/2019 06:00:00 PM,04/16/2019 06:15:00 PM,04/17/2019 06:30:18 AM,4,18,2,1,9,2019,,
d2e05320-410a-4faa-b9e7-91d025d092c6,b98ee16e-ccbe-45de-a0ac-0866e39988fc,scooter,345,740,04/16/2019 08:15:00 PM,04/16/2019 08:15:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
ca2a48e6-f3a0-4d21-9900-fa570afb877f,b2858915-f54d-46d3-88f9-203f2a0abaa5,bicycle,1586,4651,04/16/2019 08:15:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,5,2019,,
b4cd8a1d-e513-48e6-bf1b-ed95dbbb4a38,8e182383-ba56-462c-a1eb-6a8537d0f569,bicycle,655,1721,04/16/2019 08:15:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
b0ae340b-b530-4fd0-b68f-17b400e74ee6,d5c33531-70ad-4f8a-b790-4559b124d84d,scooter,212,627,04/16/2019 08:15:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
ce590362-0a59-4a53-bee8-95a643b37dd5,767cc674-5997-4116-ac68-e3f6ad753a21,scooter,651,1351,04/16/2019 08:15:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,1,9,2019,,
fb02df91-2b18-482a-837a-b84ef05a0525,e38d9adc-a4f1-4493-a984-16a96d819fd0,bicycle,535,3202,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,7,2019,,
fafd980b-86ee-4aee-b5e2-78f4714361d3,bff163d8-25cf-4160-a443-0c4687c61e09,scooter,529,917,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
df1ab5d1-059d-4dea-ba53-927dc0f709b9,3318c3ba-87df-4ff0-b032-a061086434c9,scooter,324,531,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
a5f304ff-6730-479f-b71e-628c90bb5740,b14e8be7-43ab-4071-bebd-8a2d8be5f13f,scooter,323,1801,04/18/2019 07:45:00 AM,04/18/2019 08:00:00 AM,04/18/2019 04:30:19 PM,4,7,4,9,9,2019,,
7cce398c-fe2c-4ec7-998a-a9e97101035c,6d3816e2-2dd1-4a4f-ac2c-befc39c8ee5d,scooter,250,880,04/18/2019 07:45:00 AM,04/18/2019 07:45:00 AM,04/18/2019 04:30:19 PM,4,7,4,9,9,2019,,
a01a1576-9024-4752-890e-71158ae5dd9c,d8bc7909-ece0-4459-84fd-d1dcf0167c45,scooter,307,450,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
63edaacd-6c1e-4d37-b4eb-c76a3c6d3e37,a3c0835c-f885-411b-9358-0f7ab4fa4dbf,scooter,1446,4136,04/16/2019 08:30:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
e191538a-1ad8-4f8c-8712-ca3bda0477a6,e9585861-1b05-4f69-b4af-bce76e561d0d,scooter,992,3894,04/16/2019 08:30:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
dc4c4a10-7acc-4919-837d-85a109909f00,37af6689-fed5-4503-b4cb-566246932395,scooter,312,1502,04/18/2019 08:30:00 AM,04/18/2019 08:30:00 AM,04/18/2019 04:30:19 PM,4,8,4,9,9,2019,,
5b450fb6-38fc-4078-a8ff-877ff9acf41c,a24233a0-fe42-4f92-abe1-6a3e3a6def58,scooter,761,2031,04/18/2019 08:15:00 AM,04/18/2019 08:30:00 AM,04/18/2019 04:30:19 PM,4,8,4,9,9,2019,,
e48867ff-e901-4bba-9823-2bb10f3d2008,20a340db-81b4-41e0-9447-91dc8f2842a3,scooter,248,852,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
33cd6ad5-b40b-4a35-b2a2-9f99898e97f0,9efc2e0f-00f1-4fc5-8259-871e4af2a346,scooter,2700,3814,04/16/2019 08:30:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
db3617c2-4ee7-47b0-a354-3cc6d9aa494c,82acc1fc-17cc-4186-8316-b45b0bdaeb2d,scooter,2689,3717,04/16/2019 08:30:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
b4f509eb-7dd0-4c92-8e34-3e6141b79bf4,2e66db32-9e60-4169-aee6-85d83a56d7a2,scooter,777,917,04/16/2019 08:30:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
6419635c-679c-4d55-856c-297a188b0c44,08ab9714-e1a2-4b29-aea2-80cc3f385d50,scooter,156,177,04/16/2019 08:30:00 PM,04/16/2019 08:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
d0ddd84a-58eb-473d-81eb-bda00aa4309c,f4f32b00-750c-411c-889d-a912cfeba259,scooter,7904,2912,04/16/2019 08:30:00 PM,04/16/2019 10:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
565154bf-aa67-420d-9783-eeef01dbc555,cc1f3a53-6b69-42fc-af47-465ed0fa1499,scooter,723,1110,04/16/2019 08:30:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
cc48543d-4d94-499d-8ed1-3a1dc07ef82b,bb774f87-bccb-48da-a282-c58d2a3b661c,scooter,406,884,04/18/2019 08:45:00 AM,04/18/2019 09:00:00 AM,04/18/2019 04:30:19 PM,4,8,4,9,1,2019,,
a55366dc-3ea0-4308-9478-8ee8e5279172,38df67f6-063a-4043-a087-f2dd1beb8896,scooter,370,2224,04/18/2019 09:00:00 AM,04/18/2019 09:15:00 AM,04/18/2019 04:30:19 PM,4,9,4,3,9,2019,,
1c719a9d-4ad2-47a9-bd7a-6389a5890dd8,7261bc36-ff81-44e3-ad14-10f5452fda5a,scooter,1071,4051,04/18/2019 08:45:00 AM,04/18/2019 09:15:00 AM,04/18/2019 04:30:19 PM,4,8,4,9,9,2019,,
fa9593e5-caf9-4885-991f-35fa47338122,7852b6dd-4baa-46ff-be6f-2db587e3e502,scooter,255,1333,04/18/2019 09:15:00 AM,04/18/2019 09:15:00 AM,04/18/2019 04:30:19 PM,4,9,4,9,9,2019,,
b16388c9-46b1-440e-a93b-8b31d3743cb2,40697795-40ee-4714-90e6-9e4c2b82c59d,bicycle,352,1577,04/16/2019 08:30:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
2f3a24f9-6997-431d-af71-da8f9f199733,6c23796b-0e11-4150-8a30-7ccb311709e5,scooter,2446,4168,04/16/2019 08:45:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,20,2,5,3,2019,,
117d2c58-54ed-4ff8-8efc-ed6c1c156eea,84be1093-4b13-4a7d-8f70-1abcc532fc98,bicycle,646,2993,04/16/2019 08:45:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,5,2019,,
5268dc85-1df3-4d5e-9afb-18f315cd412c,1be78ccb-c65b-4884-8aab-1e356c8fac7b,scooter,506,2087,04/18/2019 09:15:00 AM,04/18/2019 09:15:00 AM,04/18/2019 04:30:19 PM,4,9,4,9,9,2019,,
02dc804f-d2c9-4a52-8424-740f23b9e271,d7395423-3bd4-4ac9-8225-ec070a86d62d,scooter,192,337,04/16/2019 08:45:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
408daa74-886a-46d1-b5e6-a71b1fe43b23,e10d6f13-35b5-463d-a505-ebbf98c1420f,scooter,117,80,04/16/2019 08:45:00 PM,04/16/2019 08:45:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
4f37046e-7ab4-4dc3-86d6-ad86ec51e6ea,566ee82c-4607-4c30-8151-05b1146c16fd,scooter,943,1866,04/16/2019 08:45:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
7d094f20-d155-433e-ab34-15c69810485b,88714b2b-091e-410d-a277-c503b9dc43dd,bicycle,2972,1013,04/16/2019 08:45:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
ffe030f8-804f-43bc-b3d8-0ff5da031d3b,757c3571-c254-4257-93e3-9082df8f0c35,scooter,449,675,04/16/2019 08:45:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
56ef0f90-a7b9-4934-9b88-7e7d7b49e93b,6e0801a2-974b-4e44-b316-b4879305236b,scooter,443,675,04/16/2019 08:45:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
08d050ae-6246-4e0e-8b79-7e9c7b514b39,4bea259e-3868-4018-b96c-39142c49b2db,bicycle,385,1239,04/16/2019 08:45:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,20,2,5,9,2019,,
a6692afb-714f-4a2b-a5e7-9952dcfcba12,91896f21-29d3-4961-9e05-7e14b2b78dfe,bicycle,464,1480,04/16/2019 08:45:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
4b967b28-132e-484f-ac42-efe9fe40dded,a53dff99-4a21-4f20-ad44-408319224b98,scooter,1291,2558,04/16/2019 08:45:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,20,2,9,9,2019,,
5138354c-06d1-49e1-b09d-aae25c4efd96,47de4f1d-b243-4af6-8edb-c15eb9d61220,scooter,812,820,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
e05b2a5b-cc0a-480e-81fd-197507b937bf,8b89442e-053c-4d17-80ee-beeff5d9a179,scooter,236,400,04/18/2019 01:45:00 AM,04/18/2019 01:45:00 AM,04/18/2019 02:30:23 PM,4,1,4,9,9,2019,,
a76886f9-9de5-4afa-ad28-4b0b4600e99d,45366a74-7864-41e5-bd18-b9666b4f769a,scooter,242,524,04/18/2019 02:00:00 AM,04/18/2019 02:00:00 AM,04/18/2019 02:30:23 PM,4,2,4,9,9,2019,,
8a81a7a9-b210-48a0-b96b-03b1988045b5,1c40528a-a84a-4214-bdb3-e35996a115ae,scooter,344,1037,04/18/2019 02:00:00 AM,04/18/2019 02:00:00 AM,04/18/2019 02:30:23 PM,4,2,4,9,9,2019,,
2be47e3a-e1e5-4f58-9123-05a210c1820d,d169e24f-fec3-4838-8bad-6b1b72bca089,scooter,263,703,04/18/2019 02:00:00 AM,04/18/2019 02:00:00 AM,04/18/2019 02:30:23 PM,4,2,4,9,9,2019,,
e2c86ba6-91d4-42cf-8c97-2e33f51d1c19,d91c5fe8-5f8b-496f-91ba-e941c83a64d5,bicycle,541,1303,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,5,9,2019,,
a0fa3e2c-e963-40c4-a6ee-f775d39e08f8,e2ba6283-1175-43b4-82f9-3791a81bb87a,scooter,498,836,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
96e0ad83-a6d1-4e40-92bf-7158cf45c904,bff163d8-25cf-4160-a443-0c4687c61e09,scooter,221,563,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
3ae18514-63d2-45cf-94d1-c5a8997ea4ec,d1b9334e-550e-4bda-ae16-3d115a95c985,scooter,415,1174,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
312a92a2-c45a-47c8-875d-5867b8572a61,150df633-c585-4548-b2c9-705f8f5812a3,bicycle,675,2059,04/16/2019 09:00:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
48b30dec-3393-4473-8c23-de8c20d65f6c,91896f21-29d3-4961-9e05-7e14b2b78dfe,bicycle,217,740,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
c10f2055-b3d6-40ce-92c7-9b5baa9d2824,cc1f3a53-6b69-42fc-af47-465ed0fa1499,scooter,743,1158,04/16/2019 09:00:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
f280280e-1ddf-4593-abaf-9fe9654596c4,efd173cf-639a-4c01-a1de-af788f5a93aa,bicycle,1315,5713,04/16/2019 09:00:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
94f5f559-b504-4f47-9f83-968f019e2817,767cc674-5997-4116-ac68-e3f6ad753a21,scooter,130,241,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
5c48c4de-1abb-4dce-a88f-946b1d7539d5,c1c147fa-0a11-46b5-87f6-a3d4f2b1f2f9,scooter,291,869,04/16/2019 09:00:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
a73d7cc8-3d3f-4f6d-bbe4-73be88bd2baa,c387b3e8-1fd6-451b-86c2-bbc8e8e251ac,scooter,64,32,04/16/2019 09:00:00 PM,04/16/2019 09:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
93734409-c967-476e-9cf2-9c94462e8b4b,72f437bf-f4c0-43ad-903c-90ff9e06dbc5,scooter,156,90,04/18/2019 07:00:00 AM,04/18/2019 07:00:00 AM,04/18/2019 04:31:01 PM,4,7,4,9,9,2019,,
3f2b6189-0202-4cd0-b5fc-ef88a2c9777a,6dbdca93-1a87-442f-8c42-b7dfa0303e89,scooter,1217,2864,04/16/2019 09:15:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
f1b99abc-b71f-4be4-ae41-f93815d57a32,e8232ae6-c6bd-4353-8fdf-ff7195248b8a,scooter,1480,2993,04/16/2019 09:15:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
3e36f266-5897-4819-aba3-535235a4049c,34d7781f-c234-4992-9e07-8a15edf90b54,scooter,278,289,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,3,2019,,
5b5bb5c9-6ea4-4b36-ba33-6472429a32ea,1b1e0605-a44e-47dd-99a1-1507d7e42b94,bicycle,1807,7724,04/16/2019 09:15:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,7,9,2019,,
3bf9fb8f-088f-47df-8bd4-6b3b3aa1a196,91896f21-29d3-4961-9e05-7e14b2b78dfe,bicycle,697,1818,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
b2e8d075-8aa1-475f-a375-35ea0135accc,3fa72bb7-6c46-4038-8011-7109bd5bfa92,bicycle,703,3508,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
ab57661a-a7e8-4b4a-9087-bafca9b55df0,a90eaf9e-bec6-468f-94de-cdd83143957b,bicycle,168,434,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
d8b57b26-1b12-4c10-ba44-d5095590950f,81400b74-e88f-4fce-9999-1a6eead61252,scooter,432,997,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
300d3421-f602-4883-9f84-fc64efb9d7ea,1307e4c4-e3dd-47b2-8ac4-1dc96adf913d,scooter,369,1174,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,3,2019,,
5cd76009-6b61-4962-a797-6b53d6baf350,59609377-fdf8-46f4-98bd-4244300de29c,bicycle,264,1110,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
